Name A Public Place You Immediately Want To Wash Your Hands Immediately After Leaving,Hospital,30,Restaurant,25,Zoo,13,Shopping Center,11,Bar,8,Gas station,4
Name A Movie Or TV Show about Gangsters,Sapronas,27,Godfather,25,Untouchables,13,Public Enemy,9,Scarface,8,Goodfellows,7
Which Color Of Car Do You Think Gets Pulled Over Most Often,Red,49,Black,28,White,11,Silver,6,Blue,3,Green,3
Name Something A resourceful Person Might Use To Hang A Picture If They Didn’t Have A Nail,Tape,38,Tack,29,Glue,12,Gum,6,String,3,Hanger,3
Which Olympic Sport Would Be Most Fun To watch Live,Swimming,39,Gymnastics,21,Basketball,15,Hockey,9,Track,8,Ice Skating,5
Name A Culture Or Religion That Celebrates A Different New Year Then The West,Chinese,54,Jewish,26,Islam,7,Japan,5,Buddhist,4,India,3
"Instead Of Get A Job, Name Something A Person Might Do After College",Travel,35,Get Married,33,Go Back To School,12,Move Back Home,8,Party,5,Join The Military,3
We Asked 100 Parents: Name Something You’d Tell Your Children To Do First Before Getting Married,Finish School,38,Fall In Love,26,Get A Job,14,Date Others,8,Have Fun,5,Live Together,3
Name A Place That Single People Travel To For Its Party Atmosphere,Las Vegas,41,Cancun,26,New Oleeans,14,New York,8,Amsterdam,4,Los Angeles,3
Name A Food Or Beverage You Wouldn’t Consume After It’d Been Sitting Out In Hot Weather,Milk,40,Beer,18,Soda,13,Ice Cream,10,Water,3,Meat,3
"Instead Of Magazines, Name Something You wish Your Dentist’s Waiting Room Had?",TV,37,Video Games,20,Toys,13,Books,11,Snacks,9,Music,6
Name Something That Is Rude To Do When Someone Is Taking TO You,Interupt,34,Look Away,33,Leave The Room,10,Yawn,7,Use Cell Phone,6,Not Make Eye Contact,4
Name A Child Actor Who Is Still Acting Or Working In Hollywood As An Adult,Drew Barrymore,56,Jodie Foster,14,Raven Symone,9,Ron Howard,8,Laurence Fishburne,6,Olsen Twins,4
Name Something Most Parents have Pictures Of Their Child Doing,Bathing,29,Playing,25,Eating,14,Smile/Laugh,13,Sleeping,13,Openig Presents,4
Name Something Your House Is Full Of After Christmas,PRESENTS,34,WRAPPING PAPER,31,FOOD,15,PINE NEEDLES,6,BOXES,5,PEOPLE,4
"Name A Piece Of Equipment Many Bikers Don’t Use, But Ought To.",Helmet,51,Knee Pads,18,Gloves,12,Horn,8,Brakes,5,reflective light/Tape,3
"Name A Food That’s Baked In The Oven, But Can’t Be Cooked In The Microwave",Cake,46,Chicken,15,Bread,14,Cookies,11,Pie,8,Roast,3
Name Something About A Teddy Bear That’s Different From A Real Bear,Huggable,29,Stuffed,19,Smaller,16,Softer,12,No Teeth,10,Safe,7
"In The Store, Name A Product That You Might Choose Because It’s Soft",TOILET PAPER,35,BREAD,23,PILLOW,17,BLANKET,14,TOWEL,4,SHIRT,3
"Besides Swimming, Name Something People Do To Stay Cool In The Summer",Cold Drinks,26,Eat Ice Cream,18,Use A Fan,17,Cold Shower,14,Air COnditioning,14,Sit In Shade,6
Name A Drink That Often Comes With A Spoon,Milkshake,33,Coffee,28,Tea,24,Hot Chocolate,8,Root Beer Float,3,Slush/Smoothie,3
"If You Got A New Puppy, Name Something You’d Teach It",Sit,34,House Training,20,Fetch,19,Roll Over,16,Don’t Bite/Chew,5,Stay,5
Name Something That You Would wear To A Wedding In The Dessert,Sandals,35,Bathing Suit,22,Sun Dress,15,Sun Hat,10,Shorts,7,Sunscreen,3
Name Something Romantic You Hope To Still Do With Your Partner When You’re 80,Kiss,30,Hold Hands,27,Intimacy,22,Dance,9,Go On Dates,6,Take Walks,4
Tell Me A Situation That Makes Just About Everyone Nervous,Wedding,27,Dating,21,Job Interview,16,Doctor Appt,13,Public Speaking,12,Taking A Test,6
Tell Me A Situation That Makes Just About Everyone Nervous,WEDDING,27,DATING,21,JOB INTERVIEW,16,DOCTOR’S APPT,13,PUBLIC SPEAKING,12,TAKING A TEST,6
Name Something That’s Fake On WWF Wrestling,Blood,41,Wrestling,34,Bodies,10,Names,7,Injuries,3,Tan,3
Name Something That Tastes Better With Salt On It,French Fries,23,Eggs,16,Potato Chips,9,Corn On The Cob,8,Meat,8,Tomatoes,7
Name A Reason You May Not Be Able To Get Home For The Holidays,Sick,17,Work,14,Broke,12,Far Away,4,Car Problems,3,Too Much Homework,2
Name Something A Kid Might Use To Slide Down The Stairs,PILLOW,29,CARDBOARD BOX,22,BLANKET,21,BEHIND,8,MATTRESS,8,TOWEL,8
Name Something Many people Buy With Credit Card Instead Of Cash,Clothes,30,Car,22,Gas,18,Food,16,Furniture,7,TV,4
Name A Food That Some People Prefer To Eat Burnt,Toast,39,Marshmellow,18,Popcorn,13,Steak,11,Bacon,10,Hot Dogs,6
Name An Activity People Commonly Take Up After Retirement.,Golf,47,Gardening,17,Traveling,16,Fishing,10,Playing An Instrument,3,Knitting,3
"At A party where You Don’t Know Anyone, How Might You Pass The Time?",Drink,42,Dance,22,Eat,20,WatchTV,7,Introduce Yourself,3,Listen To Music,3
Name Something That Both A Dental Office And A Spa Might Have,Chair,29,Water,29,Magazines,14,Towels,9,Waiting Room,9,Music,8
Name A Football Bowl Game,Super Bowl,51,Rose Bowl,26,Sugar Bowl,12,Cotton Bowl,5,Orange Bowl,4,Peach Bowl,2
Name Something A Hotel Guest Calls The Front Desk To Ask About,Room Service,32,Getting More Towels,26,Wake Up Call,23,Check Out Time,9,Noise,4,Phone Message,3
Name Something That May Be Found Washed Up On The Beach,Sea shells,18,Seaweed,18,Bottle,14,Whale,12,Garbage,8,Shoes,4
Name A U.S. State Whose Residents Say “Y’All,Texas,51,Georgia,15,Alabama,12,Kentucky,9,Tenessee,6,South Carolina,6
Name Something That A Very thrifty Person Would Re-Use after A Birthday Party,Candles,48,Wrapping paper,26,Paper Plates,9,Plastic Cups,6,Decorations,4,Tablecloth/Napkins,3
Name Something You’ll Find On The Breakfast Menu No Matter What Kind Of Restaurant You’re At,Eggs,35,Coffee,30,Pancakes,16,Bacon,6,Juice,4,Toast,4
Name A Gift That’s great To Give To Children If You Don’t Live With Them.,Drum,30,Candy,22,Dog,16,Horn,12,Guitar,10,Toy Gun,7
Name An Organization That’s Only For Females,Madd,16,Sorority,16,WNBA,14,Now,13,Girl Scouts,12,Wic Program,4
name a Profession Where You Might Be Fired If You Lost Your Voice,Singer,52,Radio Host,15,Teacher,10,Receptionist,8,Telemarketer,5,Actor,3
Name Something You shouldn’t Squeeze too Tightly,Baby,12,Vegetables,11,Eggs,8,Balloon,7,Charmin Tissue,6,Bread,6
Name The Part Of The Wedding That The Bride And Groom Might Do More Out Of Tradition Than Choice,Vows,36,Kiss On Command,23,Dance,17,Cut The Cake,10,Throw Bouqueu,6,Bridal Song,5
Name Something You See Or Hear That Reminds You Of An Ex.,Song,61,Voice,13,Photo,9,Movie,6,Name,5,Car,3
Name Something Made with Ginger,Cookies,58,Ginger Ale,12,Pumpkin Pie,10,Tea,7,Ginger chicken,6,Carrot Cake,2
Name Something A Person With Extra Long Arms Would Be Good At,Sports,51,Reaching,26,Hugging,6,Rock Climbing,6,Paint Ceilings,5,Change Lightbulbs,3
Name Something A Kid Would Do After School To Make An Extra Buck,Mow Lawns,49,Babysit,17,Paper Route,10,Sell Lemonade,8,Wash Cars,8,Chores,5
Name Something Warm Served At An All-You-Can Eat Buffet.,Soup,48,Meat,22,Bread,9,Pizza,8,Pasta,5,Coffee/Tea,4
Complete This Sentence. I’d Never Date Someone Who had bad ___________ .,Breath,42,Hair,27,manners,12,Attitude,8,Hygiene,5,Credit,4
Name Someone The Groom Might Not Want At His Bachelor Party,Bride,35,Ex,20,Dancer,16,Mom,13,Dad,7,Father N Law,6
Name Something You’d Like to Have In Your Backyard,Pool,61,Garden,12,Swingset,9,Grill,6,Fence,4,Fountain,3
Tell Me Something You Only Do When You’re Sick.,Nap,37,Vomit,34,Take Medicine,14,Eat Soup,8,Home From Work,3,Go To Doctor,3
Name A Form Of Technology That Some People Refuse to Use,Computer,33,Cell Phone,27,TV,17,Microwave,9,Car,7,GPS,4
Name Something That Probably Drops In Sales In The Winter.,Swimsuit,35,Summer Clothing,18,Pool Equipment,16,Lawn Care,13,Ice Cream,6,Air Conditioner,5
Name Something A Telemarketer Probably Hates About Their Job.,People Hanging Up,51,Rude People,22,Getting Rejected,12,Making Phone Calls,4,Asking Questions,2,Boring,2
Name Something A Husband Might Forget To Take To The Hospital When His Wife Is Having A Baby.,Suitcase,43,Wife,19,Extra Clothes,18,Baby Bag,5,Flowers,4,Car Seat,4
Name An Occupation In Which One Spends His Day Cutting.,Barber,41,Butcher,26,Gardener,13,Tailor,9,Lumberjack,5,Carpenter,3
"When You’re Stressed Out, Name The Part Of Your Body Where You Feel It Most.",Head,40,Neck,23,Back,18,Shoulders,10,Feet,2,Chest,2
"Name Someone, Real Or Fictional, Who Is Known For Having A White Beard.",Santa Claus,37,Moses,22,Uncle Sam,20,Kenny Rogers,7,Merlin/Wizard,7,Colonel Sanders,4
Name Something You’d Be Surprised To Hear A Six Month Old Baby Has Already Learned How To Do.,Walk,58,Talk,20,Read,6,Eat On Their Own,5,Hold A Bottle,4,Crawl,3
Name Something Babies And Puppies Have In Common.,Cute,34,Drooling,17,Need Attention,13,Playful,9,Sleep Alot,8,Cry,8
Name An Animal That Travels In Groups.,Birds,37,Wolves,19,Fish,17,Lions,12,Elephant,9,Deer,4
Name Something People Might Do With A Rental Car That They Wouldn’t Do With Their Own Car.,Speed,40,Not Clean It,15,Travel Far,13,Smoke In It,9,Crash It,7,Drive Recklessly,7
Name The Job You Wouldn’t Want To Have If You Worked At The Circus,Janitor,55,Clown,13,Lion Tamer,12,Human Cannon Ball,6,Tight Rope Walker,4,Elephant Trainer,3
Name Something Parents Say Is Too Short.,Childhood,29,Daughter’s Skirt,28,Summer/School Calendar,17,Money,11,Life,10,Fuse/Temper,5
Name A Part of A Fish That Most People Don’t Eat.,Head,33,Eyes,27,Tail/Fin,19,Bones,14,Scales,3,Giills,3
Name Something Everyone Knows About The Dog “Lassie.”,Collie,34,Rescues People,21,Smart,16,Always Comes Home,9,Owned By Timmy,8,Girl Dog,6
Name A Popular Christmas Candy.,Candy Cane,69,Fudge,8,Mints,8,Peppermints,4,Chocolate Santa,4,Hard Candy,4
"At An Awards Show, Name Something Celebs Might Be Doing When The Camera Pans On Them.",Smiling,62,Waving,11,Posing,10,Crying,5,Clapping,3,Kissing Date,3
Name Something That Might Happen If You Had Bad Luck On Your Honeymoon.,Break Up,38,Bad Weather,33,Don’t Get Along,7,Miss Flight,6,Get Sick,6,Lose Luggage,5
Name A Reason A Person Might Complain About A Cup Of Coffee That’s Served To Them.,Cold,39,Too Hot,20,Too Weak,15,Too Strong,12,No Sugar,7,No Cream,6
"To Feel Safer At Night, Name Something You Would Go To Sleep With.",Weapon,47,Teddy Bear,23,Bat,8,Dog,8,Night Light,6,Partner,3
Name A Computer Program Or Skill That You Wish You Were Better At.,Typing,63,Excel,11,Word Processor,8,Surfing The Net,6,Programming,4,Power Point,3
What Do You See At The Olympics That You Might Also See At A Spelling Bee.,Judges,44,Prize,20,Audience,19,Competition,8,Timer,3,Scores,3
Name Someone You Wouldn’t Want To See You Nude.,Mom,39,Dad,31,Boss,12,Grandma,9,Kids,5,Sibling,3
Name Something Parents Photograph Their Baby Doing For The First Time.,Walking,37,Smiling,20,Eating,18,Taking A Bath,10,Crawling,8,Sleeping,4
Name A Winter Activity That Makes You Sweat.,Skiing,29,Ice Skating/Hockey,16,Snowboarding,15,Shoveling,14,Sledding,14,Snowball Fight,8
Name Something You Do To Try And Wake Up Your Leg After It Has Fallen Asleep.,Shake It,45,Walk,25,Hit It,12,Rub It,8,Jump,5,Stomp It,4
"Other Than Work, Name Something You Often Find Yourself Talking To Co-Workers About.",Family,44,Relationships,21,Sports,14,Weather,6,TV,5,Weekend,4
How Many Credit Cards Does The Average Person Have? (Numeric Only),3,34,5,22,4,17,2,11,6,11,1,4
What Might A Financial Expert Tell You To Put Your Money Into?,Stocks,39,Savings Account,27,CD,10,Bonds,9,IRA,9,401K,4
Name The Vegetable That Tastes The Worst When it Comes From A Can.,Peas,35,Spinach,22,Carrots,17,Corn,11,Green Beans,7,Asparagus,6
Name A Food You Find Raisins In.,Cold Cereal,33,Cookies,16,POatmeal,14,Salad,13,Bread,11,Bagels,7
Name A Famous Store In New York City.,Macy’s,39,Saks Fifth Avenue,22,Bloomingdale’s,12,Tiffany’s,10,FAO Schwartz,8,Barney’s,6
Name A Job That A Clumsy Person Would Be Fired From Immediately.,Food Server,35,Surgeon,28,Construction Worker,10,Dancer,6,Acrobat,5,Bartender,5
"While Looking For A New Home, What Would You Be Surprised To Find That A House Didn’t Have?",Bathroom,51,Kitchen,15,Roof,10,Garage,9,Doors,5,Basement,4
Name Something You Expect To See In A Martial Arts Movie.,Fight Scenes,43,Asian Actors,20,Weapons,14,Subtitles/Dubbing,9,Ninjas,7,Blood,5
Name Something That Would Keep You From Snuggling Up To Your Spouse In Bed.,Sick,25,Snoring,20,Bad Breath,22,Gas,13,Cold Feet,12,Body Odor,8
Name Another Word For “Courage.”,Brave,70,Strength,7,Fortitude,6,Heroic,4,Heart,4,Bold,3
Name A Reason Why You Might Not Participate In Take-Your-Child-To-Work Day.,No Kids,39,Job’s Not Suitable,18,No Job,18,Naughty Kid,11,Too Busy At Work,7,Boring Job,5
Tell Me Something You Hate To Discover That You’re Missing A Piece From.,Puzzle,57,Earring,15,Car,10,Board Game,6,Pie,5,Cake,4
Name Something That Might Be Ruined If It Had A Scratch On It.,CD/Record,44,Furniture,16,Glasses/Eyeglasses,11,Car,11,Mirror,6,Camera Lense,5
Name Something Sister Borrow From Their Brothers.,Clothes/Shoes,54,Money,21,Music/CDS,7,Car,6,Deoderant,4,Comb/Brush,2
Name Something You’d Expect To See In A Boardroom Meeting.,Conference Table,29,Executives,26,Office Chairs,17,Charts/Presentation,12,Coffee/Donuts,9,Computers/Phones,4
Name A Word That Begins With “Con.”,Convict,24,Con Artist/Con Man,22,Contest,16,Contract,13,Construction,7,Connect,5
Name A Breed Of Dog That Everyone Has Heard Of.,Poodle,31,Pit Bull,21,German Shepherd,15,Labrador,12,Collie,10,Dalmation,8
We Asked 100 Married People: Name The Thing That Your Spouse Most Often Complains About.,Money,49,Lack Of Intimacy,20,Dinner,8,Snoring,8,Work,7,Doing Housework,6
"Besides Coughing, What’s Something You Can’t Stop Yourself From Doing?",Sneezing,52,Getting Hiccups,11,Breathing,11,Blinking,7,Laughing,6,Eating/Drinking,5
Name Something A Craft Lover Would Have A Lot Of.,Glue,38,Yarn,22,Construction Paper,13,Paint,12,Beads,8,Fabric,3
Name A Place Where It’s Usually Not OK To Wear Jeans.,Place Of Worship,45,Work,20,Wedding,14,Beach/Pool,7,Funeral,4,Fine Restaurant,3
Name An Activity You Wouldn’t Want To Do In The Rain,Walk,35,Picnic,23,Golf,16,Baseball,14,Drive,7,Garden,3
Name Something Teenagers Do That They’ll Kick Themselves For Later In Life.,Drink/Smoke,28,Bad Grades,20,Put Off College,14,Drop Out,14,Date Too Soon,12,Get A Tattoo,9
Name Something That Could Ruin A Romantic Dinner.,Passing Gas,21,Fight,19,Bad Food,18,Phone Call,16,Kids,15,Getting Sick,9
What Worldly Topic Would You Be Surprised To Learn That Britney Spears And Jessica Simpson Talk About When They’re Alone,Politics,24,War,22,World Peace,21,Religion,11,Hunger/Poverty,10,Global Warming,9
Name Something Teenagers Did In The 50′s.,Danced,52,Wore Poodle Skirts,16,Hula Hoop,10,Cruise In The Car,7,Went To Drive In,6,Grease Their Hair,2
Name A Sign That Your Girlfriend Might Be Turning Into A Cat.,Purring,39,Growing Whiskers,20,Growing Tail,11,Growing Claws,11,Scratching,7,Growing Fur,5
Name A Good Place To Spend The Day When It’s Raining Outside.,Home,37,Movie Theatre,28,Mall,17,Library,11,Museum,3,Gym,3
Name Something You Do At Least Twice In The Course Of A Long Car Ride With Family.,Sing,27,Fall Asleep,26,Make A Pit Stop,22,Get Food,14,Fight,5,Hear Are We There Yet,3
Name A Way People Try To Stop A Bloody Nose.,Hold Head Back,51,Pinch Nose,31,With A Tissue,6,Cotton In Nose,4,Cold Towel,4,Ice,2
Name Something A Kid Passes Out To All Of His Classmates.,Sweets,45,Valentines,18,Notes,11,Schoolwork,10,Germs,5,Invitations,4
Name A Reason Why It’s Harder To Get Out Of Bed On Some Days Than On Others.,Tired,37,Sick,27,Bad Weather,17,Going To Work/School,12,Stayed Up Late,3,It’s Monday,3
Name A Television Star Who Has Successfully Transitioned Into Feature Films.,George Clooney,21,Will Smith,17,Tom Hanks,16,Robin Williams,14,Jennifer anniston,13,John Travolta,11
"Besides Utensils, Name Something That’s Already On The Restaurant Table When You Sit Down.",Napkins,46,Salt And Pepper,19,Menu,11,Glass,8,Table Cloth,5,Ketchup,4
Name Something You’d See On The Back Of A Car.,License Plate,32,Bumper Stickers,31,Bumper,17,Dirt,5,Tires,4,Lights,3
"When Sitting Close To A Date, What Clue Might They Give That They Like You?",Holds Your Hand,28,Kisses You,25,Smiling,21,Arm around You,12,Move Closer,7,Looking At You,5
Name A Store Or Type Of Store That Sells Expensive Merchandise.,Jewelry Store,44,Macys,27,Neman Marcus,8,Bloomingdales,8,Department Store,3,Lord & Taylor,3
Name Something Rude People Do While You’re Trying To Talk To Them On The Phone.,Talk To Someone Else,27,Eat,21,Interrupt,21,Hang Up,11,Put You On Hold,8,make Noises,6
Tell Me A Creature That You’d Hate To Hear In Your Room At Night.,Rodent,39,Cricket,18,Snake,15,Monster,14,Fly,4,Mosquito,3
For Which Occasion Would You Hate To Forget To Buy A Gift?,Birthday,31,Anniversary,20,Wedding,19,Christmas,17,Valentines Day,5,Mothers Day,3
Name Something Besides Food And Drinks That You Can Buy At Starbucks.,Mugs,45,Reading Material,32,Gift Cards,8,T Shirt,3,Coffee Maker,3,Music,3
Name A Punishment That A Misbehaving Kid Might Get At School.,Detention,51,Stand In Corner,26,Suspension,9,Write Lines,6,Principal’s Office,4,No Recess,3
Name A Reason Why A Child Can’t Wait To Grow Up,Drive,35,Move Out,22,Have A Job,14,No Rules,12,Romance,7,No School,3
Name Something That Kids Can Use In A Pool To Help Them Float.,Raft,32,Inner Tube,19,Beach Ball,14,Life Jacket,14,Water Wings,12,Noodle,7
"Name Something That Grows On Trees, But Isn’t Fruit.",Leaves,49,Nuts,25,Flowers,10,Acorn,8,Money,4,Pine Cones,3
Name Something You Need In Order To Make A Garden.,Seeds,35,Soil,28,Water Cooler,15,Hoe,7,Shovel,5,Plot Of Land,3
Name Something That Makes You Burp.,Pop,75,Cucumbers,14,Broccili,3,Beans,2,Beer,2,Radishes,2
Name Something That A Man Teaches His Grandson To Do.,Fish,56,Drive,18,Play Sports,9,Ride A Bike,5,Hunt,5,Read,3
